species,rep_taxid,organism_name,nirK_present,pcuac_present,nirK_rep_accession,pcuac_rep_accession,class
advenella kashmirensis,310575,Advenella kashmirensis;Advenella kashmirensis WT001,0,1,N/A,WP_014749835.1,pcuac_only
advenella mandrilli,2800330,Advenella mandrilli,1,1,WP_234041167.1,WP_200232904.1,both
advenella mimigardefordensis,302406,Advenella mimigardefordensis;Advenella mimigardefordensis DPN7,0,1,N/A,WP_042071555.1,pcuac_only
advenella sp.,1872388,Advenella sp.,1,1,WP_287810974.1,WP_100695308.1,both
aegicerorhabdus qinzhovensis,3131927,Aegicerorhabdus qinzhovensis,1,1,WP_341503558.1,WP_341502039.1,both
aeoliella sp.,2795800,Aeoliella sp.,1,0,WP_425399177.1,N/A,nirK_only
aequoribacter fuscus,2518989,Aequoribacter fuscus,0,1,N/A,WP_009575073.1,pcuac_only
aequoribacter sp.,2847771,Aequoribacter sp.,0,1,N/A,WP_423850542.1,pcuac_only
aequorivita aequorivita,153265,Aequorivita;Aequorivita vladivostokensis;Aequorivita aquimaris,1,0,WP_045079976.1,N/A,nirK_only
aequorivita antarctica,153266,Aequorivita antarctica,1,0,WP_111845384.1,N/A,nirK_only
aequorivita aurantiaca,3053356,Aequorivita aurantiaca,1,0,WP_290254258.1,N/A,nirK_only
aequorivita capsosiphonis,487317,Aequorivita capsosiphonis;Aequorivita capsosiphonis DSM 23843,1,0,WP_026452345.1,N/A,nirK_only
aequorivita ciconiae,2494375,Aequorivita ciconiae,1,0,WP_128249626.1,N/A,nirK_only
aequorivita lipolytica,153267,Aequorivita lipolytica,1,0,WP_111815665.1,N/A,nirK_only
aequorivita marina,3073654,Aequorivita marina,1,0,WP_310994021.1,N/A,nirK_only
aequorivita nionensis,1287690,Aequorivita nionensis,1,0,WP_410004959.1,N/A,nirK_only
aequorivita sediminis,3073653,Aequorivita sediminis,1,0,WP_313115196.1,N/A,nirK_only
aequorivita sinensis,1382458,Aequorivita sinensis,1,0,WP_271393899.1,N/A,nirK_only
aequorivita soesokkakensis,1385699,Aequorivita soesokkakensis,1,0,WP_068762900.1,N/A,nirK_only
aequorivita sp.,2211356,Aequorivita sp. CIP111184,1,0,WP_111880970.1,N/A,nirK_only
aequorivita sublithincola,101385,Aequorivita sublithincola;Aequorivita sublithincola DSM 14238,1,0,WP_014780896.1,N/A,nirK_only
aequorivita todarodis,2036821,Aequorivita todarodis,1,0,WP_272856260.1,N/A,nirK_only
aequorivita viscosa,797419,Aequorivita viscosa,1,0,WP_073217581.1,N/A,nirK_only
aequorivita vitellina,2874475,Aequorivita vitellina,1,0,WP_237602959.1,N/A,nirK_only
aequorivita xiaoshiensis,2874476,Aequorivita xiaoshiensis,1,0,WP_237608629.1,N/A,nirK_only
aeribacillus alveayuensis,279215,Aeribacillus alveayuensis,1,0,WP_044748471.1,N/A,nirK_only
aeribacillus kexueae,2078952,Aeribacillus kexueae,1,0,WP_243388263.1,N/A,nirK_only
aeribacillus pallidus,33936,Aeribacillus pallidus;Aeribacillus;Aeribacillus composti,1,0,WP_094245409.1,N/A,nirK_only
aeribacillus sp.,2954577,Aeribacillus sp. FSL M8-0254,1,0,WP_340856334.1,N/A,nirK_only
aeriscardovia aeriphila,218139,Aeriscardovia aeriphila,1,0,WP_244569576.1,N/A,nirK_only
aerobium aerolatum,561088,Aerobium aerolatum;Aquamicrobium aerolatum DSM 21857,1,1,WP_091524634.1,WP_091519296.1,both
aerolutibacter daejeonensis,346181,Aerolutibacter daejeonensis;Lysobacter daejeonensis GH1-9,1,1,WP_036139085.1,WP_036134225.1,both
aerolutibacter ruishenii,686800,Aerolutibacter ruishenii,1,1,WP_144812421.1,WP_144814289.1,both
aeromicrobium duanguangcaii,2968086,Aeromicrobium duanguangcaii,0,1,N/A,WP_249379213.1,pcuac_only
aeromicrobium erythreum,2041,Aeromicrobium erythreum,0,1,N/A,WP_067861028.1,pcuac_only
aeromicrobium fastidiosum,52699,Aeromicrobium fastidiosum,0,1,N/A,WP_250182681.1,pcuac_only
aeromicrobium sp.,1871063,Aeromicrobium sp.,1,1,WP_313409564.1,WP_118394753.1,both
aeromicrobium wangtongii,2969247,Aeromicrobium wangtongii,0,1,N/A,WP_232399393.1,pcuac_only
aeromonas aeromonas,642,Aeromonas;Aeromonas salmonicida;Aeromonas sp. D3,0,1,N/A,WP_270688195.1,pcuac_only
aeromonas allosaccharophila,656,Aeromonas allosaccharophila,0,1,N/A,WP_042656400.1,pcuac_only
aeromonas australiensis,1114880,Aeromonas australiensis,0,1,N/A,WP_235461899.1,pcuac_only
aeromonas bivalvium,440079,Aeromonas bivalvium,0,1,N/A,WP_111873210.1,pcuac_only
aeromonas cavernicola,1006623,Aeromonas cavernicola,0,1,N/A,WP_100294945.1,pcuac_only
aeromonas caviae,648,Aeromonas caviae,0,1,N/A,WP_319910598.1,pcuac_only
aeromonas crassostreae,1917146,Aeromonas crassostreae,0,1,N/A,WP_456688338.1,pcuac_only
aeromonas dhakensis,196024,Aeromonas dhakensis,0,1,N/A,WP_421167774.1,pcuac_only
aeromonas diversa,502790,Aeromonas diversa;Aeromonas diversa CDC 2478-85,0,1,N/A,WP_005346357.1,pcuac_only
aeromonas encheleia,73010,Aeromonas encheleia,0,1,N/A,WP_242377462.1,pcuac_only
aeromonas eucrenophila,649,Aeromonas eucrenophila,0,1,N/A,WP_042639115.1,pcuac_only
aeromonas finlandensis,1543375,Aeromonas finlandensis,0,1,N/A,WP_033135679.1,pcuac_only
aeromonas fluvialis,591962,Aeromonas fluvialis,0,1,N/A,WP_042013607.1,pcuac_only
aeromonas hydrophila,644,Aeromonas hydrophila,0,1,N/A,WP_319897245.1,pcuac_only
aeromonas jandaei,650,Aeromonas jandaei,0,1,N/A,WP_421230046.1,pcuac_only
aeromonas lusitana,931529,Aeromonas lusitana,0,1,N/A,WP_100859371.1,pcuac_only
aeromonas media,651,Aeromonas media,0,1,N/A,WP_429110385.1,pcuac_only
aeromonas molluscorum,271417,Aeromonas molluscorum;Aeromonas molluscorum 848,0,1,N/A,WP_005893633.1,pcuac_only
aeromonas piscicola,600645,Aeromonas piscicola,0,1,N/A,WP_042865613.1,pcuac_only
aeromonas popoffii,70856,Aeromonas popoffii,0,1,N/A,WP_438547968.1,pcuac_only
aeromonas sanarellii,633415,Aeromonas sanarellii,0,1,N/A,WP_219142817.1,pcuac_only
aeromonas simiae,218936,Aeromonas simiae,0,1,N/A,WP_302341314.1,pcuac_only
aeromonas sobria,646,Aeromonas sobria,0,1,N/A,WP_427260833.1,pcuac_only
aeromonas sp.,1907416,Aeromonas sp. RU39B,0,1,N/A,WP_076575188.1,pcuac_only
aeromonas taiwanensis,633417,Aeromonas taiwanensis,0,1,N/A,WP_134697043.1,pcuac_only
aeromonas tecta,324617,Aeromonas tecta,0,1,N/A,WP_050718287.1,pcuac_only
aeromonas veronii,1073385,Aeromonas veronii;Aeromonas veronii AMC35,0,1,N/A,WP_005363017.1,pcuac_only
aerophototrophica crusticola,1709002,Aerophototrophica crusticola,0,1,N/A,WP_075771245.1,pcuac_only
aerosakkonema aerosakkonema,1246629,Aerosakkonema;Aerosakkonema funiforme BLCC-F2;Aerosakkonema sp. BLCC-F183,1,0,WP_374794000.1,N/A,nirK_only
aerosticca soli,2010829,Aerosticca soli,1,0,WP_126539003.1,N/A,nirK_only
aestuariibacter salexigens,226010,Aestuariibacter salexigens;Aestuariibacter salexigens DSM 15300,0,1,N/A,WP_026376424.1,pcuac_only
aestuariibacter sp.,2841571,Aestuariibacter sp. A3R04,0,1,N/A,WP_216027534.1,pcuac_only
aestuariibaculum lutulentum,2920935,Aestuariibaculum lutulentum,1,0,WP_240575440.1,N/A,nirK_only
aestuariibaculum marinum,2683592,Aestuariibaculum marinum,1,0,WP_188222163.1,N/A,nirK_only
aestuariibaculum sediminum,2770637,Aestuariibaculum sediminum,1,0,WP_188229993.1,N/A,nirK_only
aestuariibaculum sp.,2967132,Aestuariibaculum sp. M13,1,0,WP_258227938.1,N/A,nirK_only
aestuariibaculum suncheonense,1028745,Aestuariibaculum suncheonense,1,0,WP_188216097.1,N/A,nirK_only
aestuariibius sp.,3233343,Aestuariibius sp. HNIBRBA575,0,1,N/A,WP_368186649.1,pcuac_only
aestuariibius violaceus,3234132,Aestuariibius violaceus,0,1,N/A,WP_367311000.1,pcuac_only
aestuariicoccus sp.,3079855,Aestuariicoccus sp. MJ-SS9,0,1,N/A,WP_316290068.1,pcuac_only
aestuariimicrobium ganziense,2773677,Aestuariimicrobium ganziense,1,1,WP_203567427.1,WP_235998086.1,both
aestuariimicrobium kwangyangense,396389,Aestuariimicrobium kwangyangense;Aestuariimicrobium kwangyangense DSM 21549,1,0,WP_026377622.1,N/A,nirK_only
aestuariimicrobium soli,2035834,Aestuariimicrobium soli,1,0,WP_435146318.1,N/A,nirK_only
aestuariimicrobium sp.,2916038,Aestuariimicrobium sp. p3-SID1156,1,1,WP_259807911.1,WP_259808970.1,both
aestuariirhabdus haliotis,2918751,Aestuariirhabdus haliotis,0,1,N/A,WP_249693892.1,pcuac_only
aestuariirhabdus litorea,2528527,Aestuariirhabdus litorea,0,1,N/A,WP_125013873.1,pcuac_only
aestuariirhabdus sp.,3417462,Aestuariirhabdus sp. LZHN29,0,1,N/A,WP_426416045.1,pcuac_only
aestuariispira ectoiniformans,2775080,Aestuariispira ectoiniformans,1,1,WP_259781381.1,WP_259781204.1,both
aestuariispira insulae,1461337,Aestuariispira insulae,0,1,N/A,WP_115937676.1,pcuac_only
aestuariivirga litoralis,2650924,Aestuariivirga litoralis,1,1,WP_246714953.1,WP_111197472.1,both
aestuariivirga sp.,2650926,Aestuariivirga sp.,1,1,WP_409755581.1,WP_374330205.1,both
aestuariivita boseongensis,1470562,Aestuariivita boseongensis,0,1,N/A,WP_050929327.1,pcuac_only
aestuariivita sp.,1872407,Aestuariivita sp.,0,1,N/A,WP_422178800.1,pcuac_only
aestuariivivens insulae,1621988,Aestuariivivens insulae,1,0,WP_242202937.1,N/A,nirK_only
aestuarium sp.,2820511,Aestuarium sp.,0,1,N/A,WP_479712352.1,pcuac_only
aestuarium zhoushanense,2820523,Aestuarium zhoushanense,1,1,WP_105236744.1,WP_105235738.1,both
aetokthonos hydrillicola,1550245,Aetokthonos hydrillicola;Aetokthonos hydrillicola Thurmond2011,1,0,WP_310834200.1,N/A,nirK_only
aff. roholtiella,1828822,aff. Roholtiella sp. LEGE 12411,1,0,WP_194005158.1,N/A,nirK_only
affinirhizobium capsici,879568,Affinirhizobium capsici,0,1,N/A,WP_471881047.1,pcuac_only
affinirhizobium gouqiense,2952477,Affinirhizobium gouqiense,1,1,WP_252755107.1,WP_489667259.1,both
affinirhizobium helianthi,1132695,Affinirhizobium helianthi,1,1,WP_377400473.1,WP_377402816.1,both
affinirhizobium lemnae,1214924,Affinirhizobium lemnae,1,1,WP_247259983.1,WP_247261288.1,both
affinirhizobium pseudoryzae,379684,Affinirhizobium pseudoryzae,1,1,WP_165222463.1,WP_165223755.1,both
affinirhizobium rhizoryzae,451876,Affinirhizobium rhizoryzae,1,0,WP_313292843.1,N/A,nirK_only
affinundibacterium amnicola,1834038,Affinundibacterium amnicola,0,1,N/A,WP_186888981.1,pcuac_only
affinundibacterium baiyunense,2828731,Affinundibacterium baiyunense,0,1,N/A,WP_212684161.1,pcuac_only
affinundibacterium cyanobacteriorum,3073561,Affinundibacterium cyanobacteriorum,0,1,N/A,WP_309483382.1,pcuac_only
affinundibacterium danionis,1812100,Affinundibacterium danionis,0,1,N/A,WP_390214021.1,pcuac_only
affinundibacterium fentianense,2828728,Affinundibacterium fentianense,0,1,N/A,WP_212676499.1,pcuac_only
affinundibacterium flavidum,2762297,Affinundibacterium flavidum,0,1,N/A,WP_186940123.1,pcuac_only
affinundibacterium macrobrachii,1119058,Affinundibacterium macrobrachii,0,1,N/A,WP_189346422.1,pcuac_only
affinundibacterium seohonense,1344950,Affinundibacterium seohonense,0,1,N/A,WP_186922556.1,pcuac_only
afifella aestuarii,1909496,Afifella aestuarii,0,1,N/A,WP_128294159.1,pcuac_only
afifella afifella,643217,Afifella;Afifella aestuarii;Afifella sp. JA880,1,0,WP_128290809.1,N/A,nirK_only
afifella marina,1080,Afifella marina;Afifella marina DSM 2698,1,1,WP_092814710.1,WP_092816120.1,both
afifella pfennigii,209897,Afifella pfennigii;Afifella pfennigii DSM 17143,1,1,WP_026381409.1,WP_026380231.1,both
afifella sp.,2033586,Afifella sp. IM 167,1,1,WP_224405842.1,WP_414833518.1,both
afipia afipia,1033,Afipia;Afipia felis;Afipia sp. 1NLS2,1,0,WP_009336879.1,N/A,nirK_only
afipia birgiae,151414,Afipia birgiae;Afipia birgiae 34632,0,1,N/A,WP_019197029.1,pcuac_only
afipia broomeae,56946,Afipia broomeae;Afipia broomeae ATCC 49717,0,1,N/A,WP_006020657.1,pcuac_only
afipia carboxidovorans,40137,Afipia carboxidovorans,1,1,WP_338632387.1,WP_338633405.1,both
afipia carboxydohydrogena,290,Afipia carboxydohydrogena,1,1,WP_275246612.1,WP_344966078.1,both
afipia clevelandensis,1034,Afipia clevelandensis;Afipia clevelandensis ATCC 49720,1,1,WP_040301659.1,WP_002711693.1,both
afipia dichlorophenoxyacetatis,3116917,Afipia dichlorophenoxyacetatis,0,1,N/A,WP_464030922.1,pcuac_only
afipia felis,1035,Afipia felis,1,1,WP_244469172.1,WP_002715732.1,both
afipia massiliensis,211460,Afipia massiliensis,1,1,WP_184088445.1,WP_184082020.1,both
afipia sp.,1736436,Afipia sp. Root123D2,1,1,WP_056296288.1,WP_092507790.1,both
agaribacter flavus,1902781,Agaribacter flavus,0,1,N/A,WP_376920965.1,pcuac_only
agaribacter marinus,1431249,Agaribacter marinus,0,1,N/A,WP_284218836.1,pcuac_only
agaribacterium haliotis,2013869,Agaribacterium haliotis,0,1,N/A,WP_096085354.1,pcuac_only
agaricicola taiwanensis,591372,Agaricicola taiwanensis,0,1,N/A,WP_188409007.1,pcuac_only
agarilytica rhodophyticola,1737490,Agarilytica rhodophyticola,0,1,N/A,WP_086930955.1,pcuac_only
agarivorans agarivorans,261825,Agarivorans;Agarivorans sediminis;Agarivorans sp. MS3-6,0,1,N/A,WP_248714192.1,pcuac_only
agarivorans albus,182262,Agarivorans albus,0,1,N/A,WP_472589212.1,pcuac_only
agarivorans gilvus,680279,Agarivorans gilvus,0,1,N/A,WP_055734140.1,pcuac_only
agarivorans litoreus,1510455,Agarivorans litoreus,0,1,N/A,WP_220718983.1,pcuac_only
agarivorans sp.,2997426,Agarivorans sp. JK6,0,1,N/A,WP_406610417.1,pcuac_only
aggregatibacter aggregatibacter,416916,Aggregatibacter;Aggregatibacter kilianii;Aggregatibacter sp. PN491,1,0,WP_109078402.1,N/A,nirK_only
aggregatibacter sp.,3235088,Aggregatibacter sp. HMT-949,1,0,WP_373604116.1,N/A,nirK_only
aggregatilinea lenta,913108,Aggregatilinea lenta,1,1,WP_119071132.1,WP_119067693.1,both
aggregatilinea sp.,2806333,Aggregatilinea sp.,1,1,WP_324389610.1,WP_324394594.1,both
agrilutibacter niabensis,380628,Agrilutibacter niabensis,1,1,WP_386748714.1,WP_310053380.1,both
agrilutibacter solisilvae,2763317,Agrilutibacter solisilvae,1,1,WP_200612909.1,WP_200612015.1,both
agrilutibacter terrestris,2865112,Agrilutibacter terrestris,1,1,WP_225876209.1,WP_187711736.1,both
agriterribacter humi,1104781,Agriterribacter humi,1,0,WP_226805030.1,N/A,nirK_only
agriterribacter sp.,2821509,Agriterribacter sp.,1,0,WP_325405785.1,N/A,nirK_only
agrobacterium agrobacterium,357,Agrobacterium;Agrobacterium tumefaciens;Agrobacterium tomkonis CIP 111-78;Agrobacterium sp. SUL3,1,1,WP_052820541.1,WP_246666941.1,both
agrobacterium albertimagni,147266,Agrobacterium albertimagni;Agrobacterium albertimagni AOL15,0,1,N/A,WP_006728532.1,pcuac_only
agrobacterium arsenijevicii,1585697,Agrobacterium arsenijevicii,0,1,N/A,WP_045016079.1,pcuac_only
agrobacterium bohemicum,2052828,Agrobacterium bohemicum,0,1,N/A,WP_067644171.1,pcuac_only
agrobacterium burrii,2815339,Agrobacterium burrii,1,1,WP_454702572.1,WP_454700707.1,both
agrobacterium cucumeris,2862866,Agrobacterium cucumeris,0,1,N/A,WP_474208361.1,pcuac_only
agrobacterium deltae,1183412,Agrobacterium deltae,1,1,WP_125146434.1,WP_125145714.1,both
agrobacterium fabrum,1176649,Agrobacterium fabrum,1,1,WP_092773492.1,WP_111807888.1,both
agrobacterium genomosp.,1183419,Agrobacterium genomosp. 13;Agrobacterium genomosp. 13 str. CFBP 6927,1,1,WP_080838832.1,WP_080834340.1,both
agrobacterium larrymoorei,160699,Agrobacterium larrymoorei,0,1,N/A,WP_340192935.1,pcuac_only
agrobacterium leguminum,2792015,Agrobacterium leguminum,1,0,WP_196379664.1,N/A,nirK_only
agrobacterium pusense,648995,Agrobacterium pusense,0,1,N/A,WP_428191464.1,pcuac_only
agrobacterium radiobacter,2137762,Agrobacterium radiobacter;Rhizobium/Agrobacterium group;Rhizobium sp. SEMIA 4032;Agrobacterium sp. LMR679,1,1,WP_135398404.1,WP_127756061.1,both
agrobacterium rosae,1972867,Agrobacterium rosae,0,1,N/A,WP_103659308.1,pcuac_only
agrobacterium rubi,28099,Agrobacterium rubi;Rhizobium/Agrobacterium group;Rhizobium skierniewicense,1,1,WP_174003499.1,WP_045230623.1,both
agrobacterium salinitolerans,1183413,Agrobacterium salinitolerans,0,1,N/A,WP_448743058.1,pcuac_only
agrobacterium sp.,1842536,Agrobacterium sp. RAC06;unclassified Agrobacterium;Agrobacterium sp. MA01,1,1,WP_069041030.1,WP_349042532.1,both
agrobacterium tomkonis,1368456,Agrobacterium tomkonis;Agrobacterium tomkonis RTP8,1,0,WP_225338356.1,N/A,nirK_only
agrobacterium tumefaciens,358,Agrobacterium tumefaciens;Rhizobiaceae;Sinorhizobium medicae;Agrobacterium pusense;Agrobacterium tomkonis;Pseudorhizobium flavum;Agrobacterium sp. MS2;Rhizobium sp. Root651;Agrobacterium sp. B1(2019);Rhizobium sp. X9;Agrobacterium sp. ISS17;Agrobacterium sp. ISS18;Agrobacterium sp. ISS33;Agrobacterium sp. ISS34;Agrobacterium sp. ISS35;Agrobacterium sp. ISS36;Agrobacterium sp. ISS37;Agrobacterium sp. ISS38;Agrobacterium sp. ISS39;Agrobacterium sp. ISS40;Agrobacterium sp. ISS41;Agrobacterium sp. ISS43;Agrobacterium sp. ISS44;Neorhizobium sp. DAR64872/K0K18,1,1,WP_062654007.1,WP_025593386.1,both
agrobacterium vaccinii,2735528,Agrobacterium vaccinii,0,1,N/A,WP_233136487.1,pcuac_only
agrobacterium vacciniicorymbosi,3228927,Agrobacterium vacciniicorymbosi,0,1,N/A,WP_353578000.1,pcuac_only
agrococcus baldri,153730,Agrococcus baldri,1,0,WP_092915621.1,N/A,nirK_only
agrococcus casei,343512,Agrococcus casei,0,1,N/A,WP_441356089.1,pcuac_only
agrococcus sp.,649148,Agrococcus sp. Ld7,1,1,WP_405216047.1,WP_310121384.1,both
agromyces agromyces,33877,Agromyces;Agromyces sp. S2-1-8;Agromyces chromiiresistens,0,1,N/A,WP_231429722.1,pcuac_only
agromyces atrinae,592376,Agromyces atrinae,1,1,WP_129176926.1,WP_129172295.1,both
agromyces aureus,453304,Agromyces aureus,0,1,N/A,WP_067877334.1,pcuac_only
agromyces bauzanensis,1308924,Agromyces bauzanensis,1,1,WP_448809950.1,WP_448006406.1,both
agromyces cavernae,2898659,Agromyces cavernae,1,0,WP_231047967.1,N/A,nirK_only
agromyces cerinus,33878,Agromyces cerinus;Agromyces cerinus subsp. cerinus,1,1,WP_074261847.1,WP_204463004.1,both
agromyces chromiiresistens,3030835,Agromyces chromiiresistens,1,0,WP_275505677.1,N/A,nirK_only
agromyces endophyticus,2932244,Agromyces endophyticus,1,1,WP_244853324.1,WP_244852178.1,both
agromyces fucosus,41985,Agromyces fucosus,0,1,N/A,WP_129231853.1,pcuac_only
agromyces hippuratus,286438,Agromyces hippuratus,0,1,N/A,WP_179551300.1,pcuac_only
agromyces humatus,279573,Agromyces humatus,1,0,WP_232499685.1,N/A,nirK_only
agromyces italicus,279572,Agromyces italicus;Agromyces italicus DSM 16388,0,1,N/A,WP_022888744.1,pcuac_only
agromyces lapidis,279574,Agromyces lapidis,0,1,N/A,WP_157423452.1,pcuac_only
agromyces neolithicus,269420,Agromyces neolithicus,1,0,WP_344295366.1,N/A,nirK_only
agromyces soli,659012,Agromyces soli,1,1,WP_454478975.1,WP_454480056.1,both
agromyces sp.,3467460,Agromyces sp. NSFZ,1,1,WP_474766118.1,WP_445965064.1,both
ahrensia kielensis,76980,Ahrensia kielensis,1,1,WP_342849193.1,WP_342846144.1,both
ahrensia marina,1514904,Ahrensia marina,1,1,WP_053999717.1,WP_375571050.1,both
ahrensia sp.,1380380,Ahrensia sp. 13_GOM-1096m,1,1,WP_026480238.1,WP_009464198.1,both
aidingimonas halophila,574349,Aidingimonas halophila,0,1,N/A,WP_229806399.1,pcuac_only
albibacillus kandeliae,2174228,Albibacillus kandeliae,1,1,WP_109464292.1,WP_109465950.1,both
albibacterium bauzanense,653929,Albibacterium bauzanense,1,0,WP_221410189.1,N/A,nirK_only
albibacterium indicum,2292082,Albibacterium indicum,1,0,WP_118193563.1,N/A,nirK_only
albibacterium profundi,3134906,Albibacterium profundi,1,0,WP_375557016.1,N/A,nirK_only
albibacterium sp.,2952885,Albibacterium sp.,1,0,WP_325359585.1,N/A,nirK_only
albidovulum aestuarii,1130726,Albidovulum aestuarii,0,1,N/A,WP_282367527.1,pcuac_only
albidovulum albidovulum,205889,Albidovulum;Albidovulum salinarum;Defluviimonas salinarum,1,0,WP_263337566.1,N/A,nirK_only
albidovulum aquaemixtae,1542388,Albidovulum aquaemixtae,1,1,WP_108852577.1,WP_108853425.1,both
albidovulum denitrificans,404881,Albidovulum denitrificans,1,1,WP_088217532.1,WP_105515999.1,both
albidovulum inexpectatum,196587,Albidovulum inexpectatum,0,1,N/A,WP_104069933.1,pcuac_only
albidovulum litorale,2984134,Albidovulum litorale,0,1,N/A,WP_263738414.1,pcuac_only
albidovulum marisflavi,2984159,Albidovulum marisflavi,0,1,N/A,WP_263735293.1,pcuac_only
albidovulum salinarum,2984153,Albidovulum salinarum,0,1,N/A,WP_263339008.1,pcuac_only
albidovulum sediminicola,2984331,Albidovulum sediminicola,0,1,N/A,WP_263721404.1,pcuac_only
albidovulum sediminis,3066345,Albidovulum sediminis,0,1,N/A,WP_261497806.1,pcuac_only
albidovulum sp.,1872424,Albidovulum sp.,1,1,WP_413869443.1,WP_413874409.1,both
albimonas donghaensis,356660,Albimonas donghaensis,0,1,N/A,WP_481951274.1,pcuac_only
albimonas marina,3032599,Albimonas marina,0,1,N/A,WP_275763743.1,pcuac_only
