accession,protein_type,length,taxid,organism_name,species,species_resolved,is_representative,representative_selection_reason
WP_005760138.1,NirK,339,1095749;752,Pasteurella bettyae;Pasteurella bettyae CCUG 2042,pasteurella bettyae,1,TRUE,longest_validated_sequence
WP_005820603.1,NirK,328,51047;591023,Actinobacillus minor;Actinobacillus minor 202,actinobacillus minor,1,TRUE,longest_validated_sequence
WP_005825054.1,NirK,328,51047;637911,Actinobacillus minor;Actinobacillus minor NM305,actinobacillus minor,1,FALSE,
WP_005938634.1,NirK,315,1121927;53427,Gordonia hirsuta;Gordonia hirsuta DSM 44140 = NBRC 16056,gordonia hirsuta,1,TRUE,longest_validated_sequence
WP_005985721.1,NirK,306,435830;55565,Actinomyces graevenitzii;Actinomyces graevenitzii C83,actinomyces graevenitzii,1,FALSE,
WP_006028856.1,NirK,367,430531;441157,Burkholderia humptydooensis;Burkholderia humptydooensis MSMB43,burkholderia humptydooensis,1,TRUE,longest_validated_sequence
WP_006144378.1,NirK,319,68213;996637,Streptomyces griseoaurantiacus;Streptomyces griseoaurantiacus M045,streptomyces griseoaurantiacus,1,TRUE,longest_validated_sequence
WP_006260290.1,NirK,366,1583100;76831;76832;883150,Myroides;Myroides odoratimimus;Myroides odoratimimus CCUG 10230;Myroides sp. A21,myroides odoratimimus,1,TRUE,longest_validated_sequence
WP_006262004.1,NirK,366,1416760;76832;883152,Myroides odoratimimus;Myroides odoratimimus CCUG 12901;Myroides odoratimimus H1bi,myroides odoratimimus,1,FALSE,
WP_006264431.1,NirK,366,76832;883154,Myroides odoratimimus;Myroides odoratimimus CIP 101113,myroides odoratimimus,1,FALSE,
WP_006267021.1,NirK,366,1458492;76831;76832;883153,Myroides;Myroides odoratimimus;Myroides odoratimimus CCUG 3837;Myroides sp. ZB35,myroides odoratimimus,1,FALSE,
WP_006289029.1,NirK,309,641144;78258;864564,Parascardovia denticolens;Parascardovia denticolens F0305;Parascardovia denticolens DSM 10105 = JCM 12538,parascardovia denticolens,1,TRUE,longest_validated_sequence
WP_006291806.1,NirK,309,1193128;78258,Parascardovia denticolens;Parascardovia denticolens IPLA 20019,parascardovia denticolens,1,FALSE,
WP_006462484.1,NirK,363,864073;92645,Herbaspirillum frisingense;Herbaspirillum frisingense GSF30,herbaspirillum frisingense,1,TRUE,longest_validated_sequence
WP_006503556.1,NirK,313,100225;1184607,Austwickia chelonae;Austwickia chelonae NBRC 105200,austwickia chelonae,1,TRUE,longest_validated_sequence
WP_006594839.1,NirK,317,111564;1184609,Kineosphaera limosa;Kineosphaera limosa NBRC 100340,kineosphaera limosa,1,TRUE,longest_validated_sequence
WP_006887838.1,NirK,318,1125724;172042,Rothia aeria;Rothia aeria F0474,rothia aeria,1,TRUE,longest_validated_sequence
WP_006903597.1,NirK,342,175696;867903,Thermaerobacter subterraneus;Thermaerobacter subterraneus DSM 13965,thermaerobacter subterraneus,1,TRUE,longest_validated_sequence
WP_006980565.1,NirK,368,191863;497964,Chthoniobacter flavus;Chthoniobacter flavus Ellin428,chthoniobacter flavus,1,TRUE,longest_validated_sequence
WP_006987263.1,NirK,364,195907;865937,Gillisia limnaea;Gillisia limnaea DSM 15749,gillisia limnaea,1,TRUE,longest_validated_sequence
WP_007081407.1,NirK,324,1163408;219571,Rhodanobacter fulvus;Rhodanobacter fulvus Jip2,rhodanobacter fulvus,1,FALSE,
WP_007147421.1,NirK,307,230143;857290,Scardovia wiggsiae;Scardovia wiggsiae F0424,scardovia wiggsiae,1,TRUE,longest_validated_sequence
WP_007243346.1,NirK,339,1035188;249188,Haemophilus pittmaniae;Haemophilus pittmaniae HK 85,haemophilus pittmaniae,1,TRUE,longest_validated_sequence
WP_007271326.1,NirK,313,1276920;254787,Paeniglutamicibacter gangotriensis;Paeniglutamicibacter gangotriensis Lz1y,paeniglutamicibacter gangotriensis,1,TRUE,longest_validated_sequence
WP_007343344.1,NirK,390,267212;888742,Neisseria bacilliformis;Neisseria bacilliformis ATCC BAA-1200,neisseria bacilliformis,1,TRUE,longest_validated_sequence
WP_007393961.1,NirK,383,861445,Psychrobacter sanguinis,psychrobacter sanguinis,1,FALSE,
WP_007507508.1,NirK,375,1076523;666685;75309,Rhodanobacter;Rhodanobacter denitrificans;Rhodanobacter sp. OR87,rhodanobacter denitrificans,1,FALSE,
WP_007513576.1,NirK,323,666685,Rhodanobacter denitrificans,rhodanobacter denitrificans,1,FALSE,
WP_007623603.1,NirK,359,1128911;493475,Paraglaciecola arctica BSs20135;Paraglaciecola arctica,paraglaciecola arctica,1,TRUE,longest_validated_sequence
WP_007650306.1,NirK,363,1137281,Xanthomarina gelatinilytica,xanthomarina gelatinilytica,1,TRUE,longest_validated_sequence
WP_007808007.1,NirK,365,1144313,Flavobacterium sp. CF136,flavobacterium sp. cf136,0,TRUE,longest_validated_sequence
WP_007808207.1,NirK,373,1163407;347483,Rhodanobacter spathiphylli;Rhodanobacter spathiphylli B39,rhodanobacter spathiphylli,1,TRUE,longest_validated_sequence
WP_007862513.1,NirK,342,1144318,Polaromonas sp. CF318,polaromonas sp. cf318,0,TRUE,longest_validated_sequence
WP_008217146.1,NirK,325,1162282;582702;75309,Rhodanobacter;Rhodanobacter glycinis;Rhodanobacter sp. FW021-MT20,rhodanobacter glycinis,1,FALSE,
WP_008217252.1,NirK,346,1162282,Rhodanobacter sp. FW021-MT20,rhodanobacter sp. fw021-mt20,0,FALSE,
WP_008262185.1,NirK,318,1871086;391600;41275;74329,Brevundimonas;Brevundimonas mediterranea;Brevundimonas sp. BAL3;Brevundimonas sp.,brevundimonas mediterranea,1,TRUE,longest_validated_sequence
WP_008436910.1,NirK,323,1163409;416169,Rhodanobacter thiooxydans;Rhodanobacter thiooxydans LCS2,rhodanobacter thiooxydans,1,FALSE,
WP_008437015.1,NirK,315,1163409;416169,Rhodanobacter thiooxydans;Rhodanobacter thiooxydans LCS2,rhodanobacter thiooxydans,1,FALSE,
WP_008462519.1,NirK,361,1202532,Flavobacterium sp. F52,flavobacterium sp. f52,0,TRUE,longest_validated_sequence
WP_008598550.1,NirK,314,1234380;1747,Cutibacterium acnes;Cutibacterium acnes C1,cutibacterium acnes,1,FALSE,
WP_008635545.1,NirK,365,1046627;456455,Bizionia argentinensis;Bizionia argentinensis JUB59,bizionia argentinensis,1,TRUE,longest_validated_sequence
WP_008991078.1,NirK,361,555500,Galbibacter marinus,galbibacter marinus,1,TRUE,longest_validated_sequence
WP_009028608.1,NirK,350,566679,Bradyrhizobium sp. ORS 375,bradyrhizobium sp. ors 375,0,TRUE,longest_validated_sequence
WP_009034377.1,NirK,371,1189612;579922,Indibacter alkaliphilus;Indibacter alkaliphilus LW1,indibacter alkaliphilus,1,TRUE,longest_validated_sequence
WP_009156229.1,NirK,316,632569;882083,Saccharomonospora marina;Saccharomonospora marina XMU15,saccharomonospora marina,1,TRUE,longest_validated_sequence
WP_009184423.1,NirK,370,1225176;645110,Cecembia lonarensis;Cecembia lonarensis LW9,cecembia lonarensis,1,TRUE,longest_validated_sequence
WP_009240432.1,NirK,366,1218114;1502763;2675750;2836825;3043851;329;3448079;3475252;48736;54061;658080,Ralstonia pickettii;Ralstonia;Ralstonia sp.;Ralstonia sp. 5_2_56FAA;Ralstonia pickettii NBRC 102503;Ralstonia sp. UNCCL144;Ralstonia sp. 3N;Ralstonia sp. B265;Ralstonia sp. OTU4908;Ralstonia sp. PR5;Ralstonia sp. 123250053-1,ralstonia pickettii,1,FALSE,
WP_009312323.1,NirK,387,665946,Neisseria sp. GT4A_CT1,neisseria sp. gt4a_ct1,0,TRUE,longest_validated_sequence
WP_009339877.1,NirK,350,666684,Afipia sp. 1NLS2,afipia sp. 1nls2,0,TRUE,longest_validated_sequence
WP_009389849.1,NirK,361,1016;2545799;327575;706436,Capnocytophaga;Capnocytophaga leadbetteri;Capnocytophaga sp. oral taxon 329 str. F0087;Capnocytophaga sp. FDAARGOS_737,capnocytophaga leadbetteri,1,TRUE,longest_validated_sequence
WP_009416301.1,NirK,363,1127692;712213,Capnocytophaga sp. oral taxon 332;Capnocytophaga sp. oral taxon 332 str. F0381,capnocytophaga sp. oral taxon 332,0,TRUE,longest_validated_sequence
WP_009424879.1,NirK,384,1127694;2623750;3373603;3374307;655307,Neisseria sp. KEM232;Neisseria sp. oral taxon 020 str. F0370;unclassified Neisseria;Neisseria sp. 23W00296;Neisseria sp. 23W00734,unclassified neisseria,1,FALSE,
WP_009482176.1,NirK,316,1089455;746032,Mobilicoccus pelagius;Mobilicoccus pelagius NBRC 104925,mobilicoccus pelagius,1,TRUE,longest_validated_sequence
WP_009580742.1,NirK,368,1237149;881893,Fulvivirga imtechensis;Fulvivirga imtechensis AK7,fulvivirga imtechensis,1,TRUE,longest_validated_sequence
WP_009640369.1,NirK,314,1031709;1182749;1292038;1302634;1302635;1302636;1734925;1747,Cutibacterium acnes;Cutibacterium acnes 6609;Cutibacterium acnes 17B;Cutibacterium acnes PA2;Cutibacterium acnes P03;Cutibacterium acnes P06A;Cutibacterium acnes P06B;Cutibacterium acnes subsp. acnes,cutibacterium acnes,1,FALSE,
WP_009642115.1,NirK,360,1016;45242;936370,Capnocytophaga;Capnocytophaga granulosa;Capnocytophaga sp. CM59,capnocytophaga granulosa,1,TRUE,longest_validated_sequence
WP_009746062.1,NirK,362,710239;888059,Capnocytophaga sp. oral taxon 338;Capnocytophaga sp. oral taxon 338 str. F0234,capnocytophaga sp. oral taxon 338,0,TRUE,longest_validated_sequence
WP_009896214.1,NirK,367,1241582;1249660;1249662;1249665;1249666;1249667;1250339;1436064;271848;441164;57975,Burkholderia thailandensis;Burkholderia thailandensis E264;Burkholderia thailandensis Bt4;Burkholderia thailandensis 2002721723;Burkholderia thailandensis 2002721643;Burkholderia thailandensis E444;Burkholderia thailandensis E254;Burkholderia thailandensis Phuket 4W-1;Burkholderia thailandensis USAMRU Malaysia #20;Burkholderia thailandensis MSMB59;Burkholderia thailandensis E0444,burkholderia thailandensis,1,TRUE,longest_validated_sequence
WP_009899721.1,NirK,367,1249663;441165;57975;869728,Burkholderia thailandensis;Burkholderia thailandensis TXDOH;Burkholderia thailandensis E555;Burkholderia thailandensis H0587,burkholderia thailandensis,1,FALSE,
WP_009977474.1,NirK,367,1241583;28450,Burkholderia pseudomallei;Burkholderia pseudomallei NCTC 13179,burkholderia pseudomallei,1,FALSE,
WP_009981784.1,NirK,367,1321245;28450;441152,Burkholderia pseudomallei;Burkholderia pseudomallei BCC215;Burkholderia pseudomallei 4900CFPatient1,burkholderia pseudomallei,1,FALSE,
WP_010109437.1,NirK,367,342113;441162;441163,Burkholderia oklahomensis;Burkholderia oklahomensis C6786;Burkholderia oklahomensis EO147,burkholderia oklahomensis,1,TRUE,longest_validated_sequence
WP_010146615.1,NirK,315,1043205;1078471,Serinicoccus profundi MCCC 1A05965;Serinicoccus profundi,serinicoccus profundi,1,TRUE,longest_validated_sequence
WP_010358784.1,NirK,392,1351775;1351777;1351782;1351786;1351789;1351790;1351797;1351801;1351814;1351816;1352514;1352522;1352529;485;528345;528347;528355;528357,Neisseria gonorrhoeae;Neisseria gonorrhoeae 1291;Neisseria gonorrhoeae DGI18;Neisseria gonorrhoeae PID1;Neisseria gonorrhoeae PID24-1;Neisseria gonorrhoeae SK33414;Neisseria gonorrhoeae SK39420;Neisseria gonorrhoeae ATL_2011_01_08;Neisseria gonorrhoeae ATL_2011_05-08;Neisseria gonorrhoeae MIA_2011_03-09;Neisseria gonorrhoeae MIA_2011_03-10;Neisseria gonorrhoeae MU_NG1;Neisseria gonorrhoeae MU_NG6;Neisseria gonorrhoeae MU_NG23;Neisseria gonorrhoeae MU_NG26;Neisseria gonorrhoeae SK29344;Neisseria gonorrhoeae SK15454;Neisseria gonorrhoeae SK6987,neisseria gonorrhoeae,1,FALSE,
WP_010551237.1,NirK,312,1064537;173362,Brachybacterium paraconglomeratum;Brachybacterium paraconglomeratum LC44,brachybacterium paraconglomeratum,1,FALSE,
WP_010568962.1,NirK,346,1049789;301541,Leptospira broomii;Leptospira broomii serovar Hurstbridge str. 5399,leptospira broomii,1,TRUE,longest_validated_sequence
WP_010594453.1,NirK,314,1219025;1240349;1827;1830;2907624;3003588;3047468;3119531;3392190;3434112;3473797;3475172;450821,Rhodococcus;Rhodococcus ruber;Rhodococcus sp. P14;Rhodococcus ruber NBRC 15591;Rhodococcus ruber Chol-4;Rhodococcus sp. DMF-1;Rhodococcus sp. A5(2022);Rhodococcus sp. AH-ZY2;Rhodococcus sp. IITD102;Rhodococcus sp. IEGM1420;Rhodococcus sp. SJ;Rhodococcus sp. LMD;Rhodococcus sp. LH-2,rhodococcus ruber,1,TRUE,longest_validated_sequence
WP_010661462.1,NirK,316,1151114;234;255457;2886044;3075479;3075482;3381346;529,Brucella;Brucella anthropi;Brucella lupini;Brucella anthropi CTS-325;Brucella sp. JSBI001;Brucella sp. NBRC 12951;Brucella sp. NBRC 13694;Brucella sp. BZ,brucella anthropi,1,TRUE,longest_validated_sequence
WP_010855652.1,NirK,313,1232681,Lunatimonas lonarensis,lunatimonas lonarensis,1,TRUE,longest_validated_sequence
WP_011165004.1,NirK,361,264462;959,Bdellovibrio bacteriovorus;Bdellovibrio bacteriovorus HD100,bdellovibrio bacteriovorus,1,FALSE,
WP_011183600.1,NirK,314,1734925;1747;267747,Cutibacterium acnes;Cutibacterium acnes KPA171202;Cutibacterium acnes subsp. acnes,cutibacterium acnes,1,FALSE,
WP_011328157.1,NirK,359,114053;1434839;166935;2760929;2760960;2792047;28109;2820756;3071082;3140420;3140421;3140422;3140423;3140424;3140425;3140426;3140427;3140430;3140440;3140486;53246,Pseudoalteromonas nigrifaciens;Pseudoalteromonas;uncultured Pseudoalteromonas sp.;Pseudoalteromonas translucida;Pseudoalteromonas sp. JB197;Pseudoalteromonas sp. SR45-4;Pseudoalteromonas sp. SG44-5;Pseudoalteromonas sp. NZS127;Pseudoalteromonas sp. K222D;Pseudoalteromonas sp. HL-AS2;Pseudoalteromonas sp. 3-MNA-CIBAN-0064;Pseudoalteromonas sp. 5-MNA-CIBAN-0065;Pseudoalteromonas sp. 19-MNA-CIBAN-0066;Pseudoalteromonas sp. 24-MNA-CIBAN-0067;Pseudoalteromonas sp. 20-MNA-CIBAN-0454;Pseudoalteromonas sp. 43-MNA-CIBAN-0464;Pseudoalteromonas sp. 45-MNA-CIBAN-0466;Pseudoalteromonas sp. 120-MNA-CIBAN-0494;Pseudoalteromonas sp. CAL260-MNA-CIBAN-0059;Pseudoalteromonas sp. Q18-MNA-CIBAN-0097;Pseudoalteromonas sp. 69-MNA-CIBAN-0232,pseudoalteromonas nigrifaciens,1,TRUE,longest_validated_sequence
WP_011381313.1,NirK,349,1231;323848,Nitrosospira multiformis;Nitrosospira multiformis ATCC 25196,nitrosospira multiformis,1,TRUE,longest_validated_sequence
WP_011755556.1,NirK,315,196162;2003120;2615069,Nocardioides sp. JS614;Nocardioides sp. XL1;unclassified Nocardioides,unclassified nocardioides,1,TRUE,longest_validated_sequence
WP_011800732.1,NirK,356,216465;365044,Polaromonas naphthalenivorans;Polaromonas naphthalenivorans CJ2,polaromonas naphthalenivorans,1,TRUE,longest_validated_sequence
WP_011848696.1,NirK,318,416269;715,Actinobacillus pleuropneumoniae;Actinobacillus pleuropneumoniae serovar 5b str. L20,actinobacillus pleuropneumoniae,1,FALSE,
WP_011853424.1,NirK,367,1249477;1321249;1321251;1436040;1436045;1436061;1436062;1437001;28450;320373,Burkholderia pseudomallei;Burkholderia pseudomallei 668;Burkholderia pseudomallei NAU35A-3;Burkholderia pseudomallei NAU14B6;Burkholderia pseudomallei NAU24B3;Burkholderia pseudomallei RF43Bp22;Burkholderia pseudomallei NAU35A3;Burkholderia pseudomallei NAU2B9;Burkholderia pseudomallei NAU14B1;Burkholderia pseudomallei MSHR1000,burkholderia pseudomallei,1,FALSE,
WP_011894347.1,NirK,315,1804;1866885;2853535,Mycolicibacterium gilvum;Mycolicibacterium;Mycolicibacterium sp. PAM1,mycolicibacterium gilvum,1,TRUE,longest_validated_sequence
WP_012024484.1,NirK,361,376686;986,Flavobacterium johnsoniae;Flavobacterium johnsoniae UW101,flavobacterium johnsoniae,1,TRUE,longest_validated_sequence
WP_012072723.1,NirK,339,339671;67854,Actinobacillus succinogenes;Actinobacillus succinogenes 130Z,actinobacillus succinogenes,1,TRUE,longest_validated_sequence
WP_012091263.1,NirK,316,439375;529,Brucella anthropi;Brucella anthropi ATCC 49188,brucella anthropi,1,FALSE,
WP_012109888.1,NirK,317,256618;402881,Parvibaculum lavamentivorans;Parvibaculum lavamentivorans DS-1,parvibaculum lavamentivorans,1,TRUE,longest_validated_sequence
WP_012230961.1,NirK,350,1229780;2719034;41949,Candidatus Neomicrothrix;Candidatus Neomicrothrix parvicella RN1;Candidatus Neomicrothrix sp.,candidatus neomicrothrix,1,FALSE,
WP_012257443.1,NirK,333,1107;1108;1904827;324602,Chloroflexus;Chloroflexus aurantiacus;Chloroflexus aurantiacus J-10-fl;Chloroflexus sp.,chloroflexus aurantiacus,1,TRUE,longest_validated_sequence
WP_012263498.1,NirK,333,434271;715,Actinobacillus pleuropneumoniae;Actinobacillus pleuropneumoniae serovar 3 str. JL03,actinobacillus pleuropneumoniae,1,FALSE,
WP_012430128.1,NirK,366,2502217;3035138;3035140;3035142;3035146;3035147;3035152;3035153;3058596;3231757;329;3379822;3471672;3471673;3471674;3471675;3471676;3471677;3471678;3471679;3471680;3471681;48736,Ralstonia pickettii;Ralstonia;Ralstonia sp. 3PA37C10;Ralstonia sp. AB22-23;Ralstonia sp. AB28-3;Ralstonia sp. AB36-13C;Ralstonia sp. GP101;Ralstonia sp. GP103;Ralstonia sp. GP71;Ralstonia sp. GP73;Ralstonia thomasii;Ralstonia sp. CP;Ralstonia sp. GP95;Ralstonia sp. 110700041-2;Ralstonia sp. 110760020-1;Ralstonia sp. 092160068-1;Ralstonia sp. 092160072-1;Ralstonia sp. 101480038-1;Ralstonia sp. 101480035-1;Ralstonia sp. 102690001-2;Ralstonia sp. 101120021-1;Ralstonia sp. 101110067-1;Ralstonia sp. 100540015-2,ralstonia pickettii,1,FALSE,
WP_012476189.1,NirK,354,172;355278;456481,Leptospira biflexa;Leptospira biflexa serovar Patoc strain 'Patoc 1 (Ames)';Leptospira biflexa serovar Patoc strain 'Patoc 1 (Paris)',leptospira biflexa,1,TRUE,longest_validated_sequence
WP_012478620.1,NirK,333,1224142;537457;715;754262,Actinobacillus pleuropneumoniae;Actinobacillus pleuropneumoniae serovar 7 str. AP76;Actinobacillus pleuropneumoniae serovar 13 str. N273;Actinobacillus pleuropneumoniae S8,actinobacillus pleuropneumoniae,1,FALSE,
WP_012503760.1,NirK,392,1193404;1247414;1351774;1351779;1351785;1351791;1351792;1351795;1351800;1351804;1351805;1351806;1351807;1351815;1352347;482;485;487;521006;528359,Neisseria;Neisseria gonorrhoeae;Neisseria meningitidis;Neisseria gonorrhoeae NCCP11945;Neisseria gonorrhoeae SK-92-679;Neisseria gonorrhoeae 3502;Neisseria gonorrhoeae NG-k51.05;Neisseria gonorrhoeae SK32402;Neisseria gonorrhoeae ALB_2011_04_03;Neisseria gonorrhoeae ATL_2011_01-25;Neisseria gonorrhoeae MIA_2011_05-10;Neisseria gonorrhoeae MIA_2011_05-15;Neisseria gonorrhoeae NYC_2011_05_07;Neisseria gonorrhoeae MU_NG5;Neisseria gonorrhoeae MU_NG9;Neisseria gonorrhoeae MU_NG12;Neisseria gonorrhoeae MU_NG14;Neisseria gonorrhoeae MU_NG15;Neisseria gonorrhoeae MU_NG25;Neisseria gonorrhoeae ALB_2011_01-02,neisseria gonorrhoeae,1,FALSE,
WP_012521176.1,NirK,312,284016;450851,Phenylobacterium zucineum;Phenylobacterium zucineum HLK1,phenylobacterium zucineum,1,TRUE,longest_validated_sequence
WP_012564379.1,NirK,350,1031710;40137;504832,Afipia carboxidovorans;Afipia carboxidovorans OM5;Afipia carboxidovorans OM4,afipia carboxidovorans,1,TRUE,longest_validated_sequence
WP_012730792.1,NirK,302,161879;645127,Corynebacterium kroppenstedtii;Corynebacterium kroppenstedtii DSM 44385,corynebacterium kroppenstedtii,1,TRUE,longest_validated_sequence
WP_012805930.1,NirK,315,43674;471856,Jonesia denitrificans;Jonesia denitrificans DSM 20603,jonesia denitrificans,1,TRUE,longest_validated_sequence
WP_012843710.1,NirK,319,29549;518766,Rhodothermus marinus;Rhodothermus marinus DSM 4252,rhodothermus marinus,1,TRUE,longest_validated_sequence
WP_012870640.1,NirK,324,2057;479434,Sphaerobacter thermophilus;Sphaerobacter thermophilus DSM 20745,sphaerobacter thermophilus,1,TRUE,longest_validated_sequence
WP_012876081.1,NirK,342,166501;525904,Thermobaculum terrenum;Thermobaculum terrenum ATCC BAA-798,thermobaculum terrenum,1,TRUE,longest_validated_sequence
WP_012890895.1,NirK,317,2001;479432,Streptosporangium roseum;Streptosporangium roseum DSM 43021,streptosporangium roseum,1,TRUE,longest_validated_sequence
