species,taxid,organism_name,nirK_present,pcuac_present,class,nirK_rep_accession,pcuac_rep_accession,species_resolved,nirK_length,nirK_molecular_weight,nirK_isoelectric_point,nirK_gravy,nirK_aromaticity,nirK_aa_frac_A,nirK_aa_frac_C,nirK_aa_frac_D,nirK_aa_frac_E,nirK_aa_frac_F,nirK_aa_frac_G,nirK_aa_frac_H,nirK_aa_frac_I,nirK_aa_frac_K,nirK_aa_frac_L,nirK_aa_frac_M,nirK_aa_frac_N,nirK_aa_frac_P,nirK_aa_frac_Q,nirK_aa_frac_R,nirK_aa_frac_S,nirK_aa_frac_T,nirK_aa_frac_V,nirK_aa_frac_W,nirK_aa_frac_Y,pcuac_length,pcuac_molecular_weight,pcuac_isoelectric_point,pcuac_gravy,pcuac_aromaticity,pcuac_aa_frac_A,pcuac_aa_frac_C,pcuac_aa_frac_D,pcuac_aa_frac_E,pcuac_aa_frac_F,pcuac_aa_frac_G,pcuac_aa_frac_H,pcuac_aa_frac_I,pcuac_aa_frac_K,pcuac_aa_frac_L,pcuac_aa_frac_M,pcuac_aa_frac_N,pcuac_aa_frac_P,pcuac_aa_frac_Q,pcuac_aa_frac_R,pcuac_aa_frac_S,pcuac_aa_frac_T,pcuac_aa_frac_V,pcuac_aa_frac_W,pcuac_aa_frac_Y
rothia mucilaginosa,1739269;32207;43675;316088;43675;43675;43675;553201;43675;563033;43675;680646,Rothia mucilaginosa,1,0,nirK_only,WP_005507309.1,NA,1,318,34060.54,5.883,-0.0654,0.06918,0.10063,0.00314,0.04403,0.0566,0.03459,0.10692,0.04088,0.03774,0.04088,0.06918,0.05346,0.03459,0.0566,0.03145,0.03459,0.05346,0.06918,0.09748,0.00943,0.02516,,,,,,,,,,,,,,,,,,,,,,,,,
actinobacillus pleuropneumoniae,1224142;537457;715;754262;1628140;715;228399;715;416269;715;434271;715;715;715;754254;871925;715;754255;715;754256;715;754257;715;754258;754260;715;754259;715;754261;715;754345;715;871925,Actinobacillus pleuropneumoniae,1,0,nirK_only,WP_005603140.1,NA,1,333,36437.63,7.069,-0.2189,0.09309,0.07808,0.003,0.03904,0.08108,0.05405,0.09309,0.02102,0.04204,0.1021,0.07207,0.03303,0.04204,0.06907,0.01802,0.01802,0.03904,0.06006,0.0961,0.003,0.03604,,,,,,,,,,,,,,,,,,,,,,,,,
actinobacillus ureae,723;723;887324,Actinobacillus ureae,1,0,nirK_only,WP_005622175.1,NA,1,333,36547.84,7.75,-0.2024,0.08709,0.07207,0.003,0.03904,0.07808,0.05105,0.09009,0.02402,0.04505,0.0991,0.08108,0.03303,0.04805,0.06607,0.01802,0.02102,0.03904,0.06006,0.0961,0.003,0.03303,,,,,,,,,,,,,,,,,,,,,,,,,
mycolicibacterium hassiacum,1122247;46351;46351,Mycolicibacterium hassiacum,1,0,nirK_only,WP_005627969.1,NA,1,317,33035.07,5.631,0.1246,0.0694,0.15457,0.00315,0.04732,0.05363,0.0347,0.11672,0.0347,0.03785,0.01262,0.07571,0.01893,0.01893,0.0694,0.01893,0.05994,0.0347,0.0694,0.1041,0.01262,0.02208,,,,,,,,,,,,,,,,,,,,,,,,,
haemophilus parainfluenzae,1095745;1095746;729;1715211;724;729;740;1739452;724;729;237779;3042471;3568212;3568213;724;729;237779;724;729;740;237779;729;237779;729;888828;729;729;862965,Haemophilus parainfluenzae,1,0,nirK_only,WP_005696355.1,NA,1,341,37279.3,5.681,-0.1229,0.08504,0.07625,0.00587,0.03812,0.07331,0.05279,0.08504,0.02346,0.04985,0.05572,0.07918,0.04106,0.04985,0.06745,0.02639,0.03519,0.06452,0.05865,0.08504,0.00293,0.02933,,,,,,,,,,,,,,,,,,,,,,,,,
haemophilus paraphrohaemolyticus,1095743;736;2866580;724;736;724;736;740;736,Haemophilus paraphrohaemolyticus,1,0,nirK_only,WP_005707720.1,NA,1,336,36895.06,6.729,-0.244,0.09226,0.08333,0.00298,0.02679,0.08333,0.05655,0.08929,0.02381,0.03869,0.08631,0.06845,0.04167,0.05357,0.06845,0.02976,0.02083,0.03274,0.06845,0.08929,0.00298,0.03274,,,,,,,,,,,,,,,,,,,,,,,,,
pasteurella bettyae,1095749;752;752,Pasteurella bettyae,1,0,nirK_only,WP_005760138.1,NA,1,339,37050.04,6.767,-0.1858,0.09145,0.0826,0.00295,0.03835,0.06785,0.0531,0.08555,0.02655,0.05015,0.0826,0.0885,0.0295,0.05605,0.059,0.0236,0.02065,0.059,0.06195,0.07375,0.00295,0.0354,,,,,,,,,,,,,,,,,,,,,,,,,
actinobacillus minor,51047;51047;591023;51047;637911,Actinobacillus minor,1,0,nirK_only,WP_005820603.1,NA,1,328,35987.99,6.024,-0.1598,0.10061,0.08232,0.00305,0.03659,0.07622,0.06707,0.09451,0.02134,0.04268,0.07927,0.07622,0.03659,0.04878,0.06707,0.03354,0.02134,0.03049,0.06402,0.08537,0.00305,0.03049,,,,,,,,,,,,,,,,,,,,,,,,,
gordonia hirsuta,1121927;53427,Gordonia hirsuta;Gordonia hirsuta DSM 44140 = NBRC 16056,1,0,nirK_only,WP_005938634.1,NA,1,315,33907.21,6.307,-0.1368,0.06667,0.10476,0.00317,0.06349,0.04127,0.03175,0.10159,0.02857,0.0381,0.0254,0.08571,0.02857,0.02857,0.07302,0.03492,0.06984,0.04444,0.06667,0.09524,0.0127,0.02222,,,,,,,,,,,,,,,,,,,,,,,,,
actinomyces graevenitzii,1321817;55565;435830;55565;55565,Actinomyces graevenitzii,1,0,nirK_only,WP_021603804.1,NA,1,308,32667.69,6.665,0.0305,0.08442,0.12662,0.00974,0.03571,0.03571,0.04545,0.10714,0.03896,0.03571,0.02597,0.06494,0.02922,0.02597,0.05195,0.06494,0.03896,0.06169,0.06169,0.10065,0.00974,0.02922,,,,,,,,,,,,,,,,,,,,,,,,,
burkholderia humptydooensis,430531;430531;441157,Burkholderia humptydooensis,1,0,nirK_only,WP_006028856.1,NA,1,367,39289.23,6.415,-0.1452,0.08719,0.11172,0.00272,0.06267,0.04087,0.05177,0.10082,0.02997,0.03815,0.05177,0.06267,0.02997,0.03815,0.07629,0.0218,0.0436,0.04087,0.06812,0.09264,0.00272,0.0327,,,,,,,,,,,,,,,,,,,,,,,,,
streptomyces griseoaurantiacus,1883;3028672;3028684;68213;1883;462922;68213;68213;68213;996637,Streptomyces griseoaurantiacus,1,0,nirK_only,WP_006144378.1,NA,1,319,33808.95,6.635,-0.0624,0.07524,0.1348,0.00313,0.05643,0.04389,0.03762,0.12226,0.03762,0.0094,0.01567,0.0721,0.02821,0.0094,0.06583,0.02821,0.07837,0.03135,0.06897,0.11912,0.01254,0.02508,,,,,,,,,,,,,,,,,,,,,,,,,
myroides odoratimimus,1324934;76832;1416760;76832;883152;1458492;76831;76832;883153;1583100;76831;76832;883150;76832;76832;883151;76832;883154,Myroides odoratimimus,1,0,nirK_only,WP_006260290.1,NA,1,366,39601.05,5.59,-0.0847,0.0765,0.06284,0.00546,0.03825,0.07377,0.04098,0.11475,0.03005,0.04918,0.06831,0.08743,0.03279,0.05738,0.06284,0.03005,0.01639,0.02459,0.06284,0.10656,0.00273,0.03279,,,,,,,,,,,,,,,,,,,,,,,,,
parascardovia denticolens,1193128;78258;641144;78258;864564;78258,Parascardovia denticolens,1,0,nirK_only,WP_006289029.1,NA,1,309,33385.01,9.761,-0.1505,0.07767,0.10032,0.00324,0.03236,0.03883,0.03883,0.09709,0.02589,0.05825,0.04531,0.07443,0.03883,0.02589,0.0712,0.03883,0.05825,0.0712,0.08414,0.05825,0.01294,0.02589,,,,,,,,,,,,,,,,,,,,,,,,,
herbaspirillum frisingense,1953765;92645;963;2058884;92645;963;864073;92645;92645,Herbaspirillum frisingense,1,1,both,WP_006462484.1,WP_006461503.1,1,363,38713.72,6.764,-0.0961,0.08815,0.09366,0.00275,0.03857,0.0551,0.04959,0.10468,0.02479,0.04132,0.06336,0.06336,0.02479,0.04408,0.07713,0.02479,0.02755,0.0551,0.06612,0.10468,0.00275,0.03581,135,14149.39,8.905,-0.0333,0.02963,0.11852,0.0,0.01481,0.07407,0.00741,0.11852,0.03704,0.06667,0.08148,0.0963,0.05185,0.01481,0.06667,0.04444,0.02222,0.06667,0.02963,0.06667,0.0,0.02222
austwickia chelonae,100225;100225;1184607,Austwickia chelonae,1,0,nirK_only,WP_006503556.1,NA,1,313,33486.59,5.758,-0.0476,0.07348,0.10543,0.00319,0.05431,0.05751,0.04473,0.11182,0.03514,0.03834,0.02556,0.0639,0.03195,0.02556,0.05751,0.03195,0.0607,0.05431,0.05431,0.11502,0.00958,0.01917,,,,,,,,,,,,,,,,,,,,,,,,,
kineosphaera limosa,111564;1184609,Kineosphaera limosa;Kineosphaera limosa NBRC 100340,1,0,nirK_only,WP_006594839.1,NA,1,317,33586.58,5.576,0.0104,0.0694,0.11987,0.00315,0.05678,0.04101,0.03785,0.10726,0.03785,0.0347,0.00631,0.07256,0.02524,0.01893,0.07256,0.04416,0.05994,0.04101,0.07886,0.11041,0.00946,0.02208,,,,,,,,,,,,,,,,,,,,,,,,,
rothia aeria,1125724;172042;172042;172042;2419514;32207;172042;2419515;32207;172042;888019,Rothia aeria,1,0,nirK_only,WP_006887838.1,NA,1,318,34281.59,5.622,-0.205,0.07547,0.07862,0.00314,0.04403,0.06604,0.03774,0.11006,0.03774,0.03145,0.05031,0.06289,0.0566,0.03145,0.0566,0.03459,0.0283,0.06918,0.06918,0.09434,0.00943,0.0283,,,,,,,,,,,,,,,,,,,,,,,,,
thermaerobacter subterraneus,175696;867903,Thermaerobacter subterraneus;Thermaerobacter subterraneus DSM 13965,1,0,nirK_only,WP_006903597.1,NA,1,342,36489.53,5.044,-0.1801,0.0731,0.09064,0.00292,0.05556,0.06433,0.02632,0.11404,0.03509,0.04971,0.04094,0.07018,0.0117,0.03801,0.07018,0.04094,0.02924,0.04094,0.06433,0.10819,0.0117,0.03509,,,,,,,,,,,,,,,,,,,,,,,,,
chthoniobacter flavus,191863;497964,Chthoniobacter flavus;Chthoniobacter flavus Ellin428,1,0,nirK_only,WP_006980565.1,NA,1,368,39506.59,5.221,0.0005,0.08424,0.08424,0.00272,0.04348,0.07065,0.04891,0.10598,0.03261,0.04891,0.04891,0.08152,0.02446,0.04348,0.07337,0.02717,0.02446,0.0462,0.04891,0.1087,0.00272,0.03261,,,,,,,,,,,,,,,,,,,,,,,,,
gillisia limnaea,195907;865937,Gillisia limnaea;Gillisia limnaea DSM 15749,1,0,nirK_only,WP_006987263.1,NA,1,364,39103.28,5.104,0.028,0.09066,0.07692,0.00549,0.03846,0.07418,0.04945,0.11538,0.02473,0.0522,0.05495,0.07418,0.03297,0.04945,0.06319,0.02473,0.01923,0.0467,0.0467,0.10989,0.00275,0.03846,,,,,,,,,,,,,,,,,,,,,,,,,
rhodanobacter fulvus,1163408;219571,Rhodanobacter fulvus;Rhodanobacter fulvus Jip2,1,1,both,WP_040670200.1,WP_007079879.1,1,374,39682.56,5.616,-0.0698,0.08289,0.10695,0.00535,0.04011,0.0615,0.04278,0.10428,0.04278,0.04813,0.04545,0.06684,0.02674,0.03743,0.08556,0.02139,0.02139,0.05348,0.0615,0.08824,0.00267,0.03743,129,13363.29,7.064,0.2535,0.04651,0.18605,0.0,0.04651,0.02326,0.0155,0.06977,0.05426,0.00775,0.03876,0.11628,0.05426,0.0155,0.05426,0.00775,0.03101,0.06977,0.09302,0.08527,0.00775,0.02326
scardovia wiggsiae,230143;230143;857290,Scardovia wiggsiae,1,0,nirK_only,WP_007147421.1,NA,1,307,33043.8,9.208,-0.0993,0.07492,0.10423,0.00651,0.04886,0.03909,0.03257,0.10749,0.02606,0.04235,0.05537,0.06189,0.05212,0.01954,0.06189,0.03583,0.05212,0.05212,0.06515,0.09446,0.00977,0.03257,,,,,,,,,,,,,,,,,,,,,,,,,
haemophilus pittmaniae,1035188;249188;249188,Haemophilus pittmaniae,1,0,nirK_only,WP_007243346.1,NA,1,339,36570.46,6.156,-0.0558,0.0885,0.09145,0.00295,0.04425,0.05015,0.05605,0.0944,0.02655,0.04425,0.0531,0.0885,0.03835,0.0413,0.06785,0.03835,0.0295,0.0708,0.0531,0.0767,0.00295,0.0295,,,,,,,,,,,,,,,,,,,,,,,,,
paeniglutamicibacter gangotriensis,1276920;254787;254787,Paeniglutamicibacter gangotriensis,1,0,nirK_only,WP_007271326.1,NA,1,313,33331.24,5.039,-0.0121,0.07987,0.1278,0.00319,0.05112,0.07029,0.04473,0.09904,0.03195,0.04473,0.02875,0.08946,0.01917,0.02875,0.0639,0.02236,0.04473,0.0607,0.05431,0.07987,0.01278,0.02236,,,,,,,,,,,,,,,,,,,,,,,,,
neisseria bacilliformis,267212;267212;888742,Neisseria bacilliformis,1,1,both,WP_007343344.1,WP_040658738.1,1,390,40949.53,5.364,-0.1385,0.07692,0.14103,0.00513,0.05897,0.05385,0.04103,0.1,0.03077,0.04103,0.05641,0.04359,0.02564,0.04359,0.05897,0.03077,0.02308,0.05385,0.05641,0.1,0.00513,0.03077,149,15772.31,9.489,-0.1221,0.04698,0.11409,0.00671,0.03356,0.05369,0.03356,0.12081,0.05369,0.02013,0.11409,0.06711,0.05369,0.02013,0.05369,0.04027,0.01342,0.03356,0.03356,0.12081,0.00671,0.00671
psychrobacter sanguinis,861445,Psychrobacter sanguinis,1,0,nirK_only,WP_227673754.1,NA,1,384,41185.99,5.183,-0.1758,0.08333,0.08073,0.00781,0.05469,0.06771,0.04688,0.09896,0.02865,0.04427,0.0599,0.0651,0.02344,0.05208,0.0651,0.01823,0.02344,0.06771,0.05729,0.10156,0.0026,0.03385,,,,,,,,,,,,,,,,,,,,,,,,,
rhodanobacter denitrificans,1076523;666685;75309;1076524;666685;75309;666685,Rhodanobacter denitrificans,1,0,nirK_only,WP_114345110.1,NA,1,376,40023.75,5.695,-0.1077,0.08777,0.09574,0.00532,0.04521,0.05585,0.04521,0.10372,0.04255,0.04787,0.04521,0.05585,0.0266,0.03457,0.07979,0.02394,0.02394,0.06915,0.06117,0.09574,0.00266,0.03989,,,,,,,,,,,,,,,,,,,,,,,,,
paraglaciecola arctica,1128911;493475,Paraglaciecola arctica BSs20135;Paraglaciecola arctica,1,1,both,WP_007623603.1,WP_007615783.1,1,359,38640.23,4.92,0.0006,0.09471,0.08078,0.00279,0.04735,0.06407,0.04735,0.10028,0.03064,0.0585,0.03621,0.06685,0.02507,0.05292,0.06685,0.0195,0.02507,0.06128,0.06128,0.10585,0.00557,0.04178,136,15151.29,5.249,-0.0059,0.06618,0.08824,0.0,0.00735,0.11765,0.03676,0.05147,0.05882,0.05882,0.03676,0.125,0.03676,0.03676,0.08088,0.03676,0.02206,0.05882,0.04412,0.07353,0.01471,0.01471
xanthomarina gelatinilytica,1137281;1137281;1868329;1868331;1931211,Xanthomarina gelatinilytica,1,0,nirK_only,WP_007650306.1,NA,1,363,39317.56,5.736,-0.1658,0.07989,0.07713,0.00551,0.04683,0.07989,0.04683,0.11019,0.03581,0.0551,0.07713,0.06061,0.03306,0.04408,0.06336,0.01928,0.02204,0.03306,0.05234,0.10468,0.00275,0.0303,,,,,,,,,,,,,,,,,,,,,,,,,
rhodanobacter spathiphylli,1163407;347483,Rhodanobacter spathiphylli;Rhodanobacter spathiphylli B39,1,0,nirK_only,WP_007808207.1,NA,1,373,39435.29,5.608,-0.0292,0.08311,0.10188,0.00536,0.0429,0.0563,0.05094,0.10992,0.0429,0.04826,0.04558,0.06971,0.02413,0.03485,0.08311,0.02681,0.01877,0.05362,0.06434,0.08847,0.00268,0.02949,,,,,,,,,,,,,,,,,,,,,,,,,
rhodanobacter glycinis,1162282;582702;75309;582702,Rhodanobacter glycinis,1,1,both,WP_140648341.1,WP_140654545.1,1,375,39958.71,5.864,-0.1493,0.08533,0.09333,0.00533,0.04,0.056,0.04533,0.104,0.04267,0.04533,0.04533,0.05867,0.02933,0.04533,0.08267,0.024,0.024,0.06667,0.06133,0.09067,0.00267,0.03733,129,13196.04,6.564,0.2992,0.04651,0.20155,0.0,0.05426,0.00775,0.0155,0.07752,0.04651,0.03101,0.03101,0.10078,0.05426,0.00775,0.05426,0.03876,0.02326,0.07752,0.07752,0.06977,0.00775,0.02326
brevundimonas mediterranea,1871086;391600;41275;74329;74329,Brevundimonas mediterranea,1,0,nirK_only,WP_008262185.1,NA,1,318,34215.29,5.727,-0.1915,0.06918,0.12579,0.00314,0.05975,0.05975,0.0283,0.11006,0.03774,0.03459,0.00943,0.08805,0.0283,0.02516,0.07547,0.0283,0.08176,0.03145,0.04717,0.08491,0.00314,0.03774,,,,,,,,,,,,,,,,,,,,,,,,,
rhodanobacter thiooxydans,1163409;416169;2778647;416169;75309;3454845;416169;75309;416169,Rhodanobacter;Rhodanobacter thiooxydans;Rhodanobacter sp. FW106-PBR-R2A-1-13,1,0,nirK_only,WP_108470401.1,NA,1,375,39854.75,5.624,-0.0928,0.08533,0.10133,0.00533,0.04533,0.05867,0.048,0.10667,0.04267,0.048,0.048,0.06133,0.02667,0.03467,0.088,0.024,0.02133,0.05067,0.06133,0.09067,0.00267,0.03467,,,,,,,,,,,,,,,,,,,,,,,,,
bizionia argentinensis,1046627;456455,Bizionia argentinensis;Bizionia argentinensis JUB59,1,0,nirK_only,WP_008635545.1,NA,1,365,39644.87,5.509,-0.157,0.08219,0.06575,0.00548,0.05205,0.07397,0.04384,0.11507,0.03014,0.06027,0.06575,0.07123,0.03562,0.04658,0.06027,0.01644,0.03014,0.0411,0.05479,0.09315,0.00274,0.03562,,,,,,,,,,,,,,,,,,,,,,,,,
galbibacter marinus,555500,Galbibacter marinus,1,0,nirK_only,WP_008991078.1,NA,1,361,39097.24,5.443,-0.1064,0.09141,0.07202,0.00831,0.04432,0.07479,0.0554,0.10803,0.0277,0.04155,0.06648,0.06925,0.03601,0.04709,0.06371,0.02216,0.02216,0.04986,0.04986,0.10526,0.00277,0.03324,,,,,,,,,,,,,,,,,,,,,,,,,
indibacter alkaliphilus,1189612;579922,Indibacter alkaliphilus;Indibacter alkaliphilus LW1,1,0,nirK_only,WP_009034377.1,NA,1,371,40333.5,5.054,-0.1016,0.10512,0.07547,0.00539,0.04043,0.07547,0.06199,0.11051,0.02426,0.05391,0.05391,0.07008,0.04043,0.05121,0.06739,0.02426,0.02156,0.05121,0.05121,0.07817,0.0027,0.04043,,,,,,,,,,,,,,,,,,,,,,,,,
saccharomonospora marina,632569;882083,Saccharomonospora marina;Saccharomonospora marina XMU15,1,0,nirK_only,WP_009156229.1,NA,1,316,33776.02,6.358,-0.1063,0.06962,0.12025,0.00316,0.06013,0.03797,0.03481,0.11076,0.03165,0.01899,0.01899,0.09177,0.02532,0.01899,0.07595,0.05063,0.06962,0.03165,0.06013,0.10443,0.01266,0.02215,,,,,,,,,,,,,,,,,,,,,,,,,
cecembia lonarensis,1225176;645110,Cecembia lonarensis;Cecembia lonarensis LW9,1,0,nirK_only,WP_009184423.1,NA,1,370,40136.36,5.258,-0.1162,0.1,0.07568,0.00541,0.04324,0.07027,0.05946,0.11081,0.02432,0.05405,0.05946,0.06757,0.04054,0.05135,0.06757,0.02432,0.02162,0.04865,0.05405,0.08108,0.0027,0.03784,,,,,,,,,,,,,,,,,,,,,,,,,
capnocytophaga leadbetteri,1016;2545799;327575;706436;327575,Capnocytophaga leadbetteri,1,0,nirK_only,WP_009389849.1,NA,1,361,38857.03,5.711,-0.0709,0.0831,0.0831,0.01108,0.03878,0.06371,0.04709,0.10526,0.01939,0.0554,0.06094,0.0831,0.01662,0.05263,0.07202,0.04155,0.02493,0.03047,0.06371,0.09418,0.00277,0.03324,,,,,,,,,,,,,,,,,,,,,,,,,
unclassified neisseria,1127694;2623750;3373603;3374307;655307;1715031;1739544;2623750;1715037;1715154;2623750;1715040;1715047;1715148;1739476;2623750;3436710;3436758;3436765;1715047;1739301;2623750;3436710;3436758;3436765;1715075;1739376;2623750;1715085;1715112;1739539;2623750;3436787;3436788;3436789;3436790;3436792;3436827;3436831;3436832;3436834;3436835;1715085;1739539;2623750;1715087;2623750;3436750;3436754;3436755;1715148;1739476;2623750;1739338;1739375;1739384;2623750;1739369;2623750;3436649;1739524;192066;2623750;3003683;192066;2623750;3388843;2558283;2623750;2782469;2623750;3003680;3436682;2623750;3003681;3436649;2623750;3061168;3061169;3061170;2623750;3273402;3436646;3436647;3436650;3436651;3436652;3436653;3436654;2623750;3436658;3436659;3436732;2623750;3436711;3436715;2623750;3436711;3436715;3436835;2623750;3436712;3436717;2623750;3436738;3436740;3436741;3436743;3436745;3436781;3436782;2623750;3436748;3436752;2623750;3436817;3436819;3436820;3436821;3436822,unclassified Neisseria;Neisseria sp. P0014.S002;Neisseria sp. P0014.S006,1,1,both,WP_415771841.1,WP_003683197.1,1,390,40675.51,5.622,-0.1072,0.07692,0.16667,0.00513,0.04359,0.06667,0.04103,0.10256,0.02564,0.04615,0.06154,0.04359,0.02564,0.03333,0.06667,0.03077,0.02564,0.04872,0.04615,0.08462,0.00256,0.03333,157,16940.5,9.301,-0.349,0.03822,0.0828,0.0,0.03822,0.07006,0.02548,0.12102,0.06369,0.03822,0.10828,0.07006,0.06369,0.02548,0.04459,0.02548,0.02548,0.04459,0.05096,0.08917,0.00637,0.00637
mobilicoccus pelagius,1089455;746032,Mobilicoccus pelagius;Mobilicoccus pelagius NBRC 104925,1,0,nirK_only,WP_009482176.1,NA,1,316,33127.16,5.981,0.0484,0.06962,0.14873,0.00316,0.0538,0.0443,0.03481,0.11709,0.04114,0.04114,0.00949,0.06013,0.02215,0.01266,0.07911,0.03165,0.06646,0.03797,0.05063,0.11076,0.01266,0.02215,,,,,,,,,,,,,,,,,,,,,,,,,
fulvivirga imtechensis,1237149;881893,Fulvivirga imtechensis;Fulvivirga imtechensis AK7,1,0,nirK_only,WP_009580742.1,NA,1,368,39549.71,5.308,-0.0497,0.0788,0.07065,0.00543,0.0462,0.06793,0.03804,0.11957,0.02989,0.05978,0.05707,0.07065,0.03261,0.04891,0.05707,0.02989,0.02174,0.04076,0.05435,0.1087,0.00272,0.03804,,,,,,,,,,,,,,,,,,,,,,,,,
capnocytophaga granulosa,1016;45242;936370;45242;45242;641143,Capnocytophaga granulosa,1,0,nirK_only,WP_009642115.1,NA,1,360,38776.9,5.942,-0.1431,0.08611,0.08333,0.00833,0.04167,0.06389,0.04444,0.10556,0.02222,0.04722,0.06944,0.075,0.025,0.04722,0.07222,0.03333,0.02222,0.03889,0.06389,0.09444,0.00278,0.03889,,,,,,,,,,,,,,,,,,,,,,,,,
burkholderia thailandensis,1241582;1249660;1249662;1249665;1249666;1249667;1250339;1436064;271848;441164;57975;1249663;441165;57975;869728;1249664;57975;57975,Burkholderia thailandensis,1,0,nirK_only,WP_009896214.1,NA,1,367,39227.23,6.802,-0.1294,0.08719,0.10899,0.00272,0.05722,0.04087,0.05177,0.10354,0.02725,0.03815,0.05177,0.06812,0.02725,0.0436,0.07902,0.0218,0.0436,0.04087,0.0654,0.09264,0.00272,0.0327,,,,,,,,,,,,,,,,,,,,,,,,,
burkholderia oklahomensis,342113;342113;441162;441163,Burkholderia oklahomensis,1,0,nirK_only,WP_010109437.1,NA,1,367,39457.35,6.458,-0.1496,0.08992,0.10082,0.00272,0.05722,0.0436,0.05177,0.09537,0.0327,0.04087,0.05177,0.0654,0.02725,0.03815,0.07357,0.01907,0.04087,0.05177,0.07902,0.08992,0.00272,0.03542,,,,,,,,,,,,,,,,,,,,,,,,,
serinicoccus profundi,1043205;1078471,Serinicoccus profundi MCCC 1A05965;Serinicoccus profundi,1,0,nirK_only,WP_010146615.1,NA,1,315,33388.34,4.75,0.0003,0.06984,0.12381,0.00317,0.04762,0.08571,0.0381,0.12063,0.03175,0.03175,0.00635,0.07619,0.03175,0.0127,0.07302,0.0254,0.06032,0.02857,0.06667,0.10476,0.00952,0.02222,,,,,,,,,,,,,,,,,,,,,,,,,
brachybacterium paraconglomeratum,1064537;173362;1704590;173362;43668;173362,Brachybacterium paraconglomeratum,1,1,both,WP_345082337.1,WP_010552114.1,1,313,32710.94,4.969,0.253,0.05112,0.1246,0.00319,0.04792,0.0607,0.02236,0.09904,0.03834,0.04153,0.00958,0.09904,0.02875,0.01278,0.07029,0.02556,0.04473,0.0639,0.0607,0.11821,0.00639,0.02236,137,14068.79,4.283,0.0314,0.0219,0.10949,0.0146,0.05109,0.09489,0.0146,0.12409,0.0219,0.0073,0.0219,0.13139,0.05839,0.0073,0.05839,0.0292,0.0219,0.07299,0.08759,0.06569,0.0073,0.0
leptospira broomii,1049789;301541,Leptospira broomii;Leptospira broomii serovar Hurstbridge str. 5399,1,0,nirK_only,WP_010568962.1,NA,1,346,37498.79,6.517,0.0199,0.09827,0.08092,0.00578,0.03757,0.06647,0.06647,0.10116,0.02601,0.06647,0.06936,0.07514,0.02312,0.04046,0.07225,0.02023,0.0289,0.0578,0.04046,0.0896,0.00289,0.0289,,,,,,,,,,,,,,,,,,,,,,,,,
rhodococcus ruber,1219025;1240349;1827;1830;2907624;3003588;3047468;3119531;3392190;3434112;3473797;3475172;450821;1827;1830;1831;1830,Rhodococcus ruber,1,0,nirK_only,WP_010594453.1,NA,1,314,33069.17,5.233,0.05,0.06688,0.12739,0.00318,0.05732,0.05414,0.03185,0.11465,0.03185,0.03503,0.00637,0.07325,0.02548,0.00955,0.08917,0.02548,0.06688,0.03822,0.06051,0.11465,0.01274,0.02229,,,,,,,,,,,,,,,,,,,,,,,,,
brucella anthropi,1151114;234;255457;2886044;3075479;3075482;3381346;529;1201037;529;255457;2826938;2856166;2986424;529;2826938;2856166;2986424;439375;529;439375;529;529,Brucella anthropi,1,1,both,WP_010661462.1,WP_010657863.1,1,316,33726.53,5.402,-0.1554,0.07911,0.11709,0.00316,0.05063,0.06962,0.03481,0.09177,0.02848,0.03481,0.04747,0.08228,0.00949,0.03165,0.06329,0.02532,0.04114,0.06329,0.06329,0.0981,0.00316,0.04114,143,15184.34,5.62,-0.135,0.04196,0.11189,0.00699,0.04895,0.08392,0.02797,0.1049,0.02098,0.05594,0.08392,0.06294,0.04895,0.01399,0.04895,0.04196,0.02797,0.04895,0.05594,0.09091,0.0,0.01399
lunatimonas lonarensis,1232681,Lunatimonas lonarensis,1,0,nirK_only,WP_010855652.1,NA,1,313,33927.26,4.813,-0.0364,0.10543,0.07029,0.00319,0.04153,0.07987,0.07029,0.1246,0.02556,0.06709,0.04792,0.0639,0.04153,0.05112,0.0639,0.02556,0.01917,0.03834,0.05431,0.07668,0.00319,0.03195,,,,,,,,,,,,,,,,,,,,,,,,,
bdellovibrio bacteriovorus,1069642;3379853;958;264462;959;28201;958;959;3391182;958;959;959,Bdellovibrio bacteriovorus,1,0,nirK_only,WP_063209745.1,NA,1,369,39730.7,6.601,-0.2461,0.08672,0.07588,0.00542,0.05691,0.04878,0.05149,0.11382,0.02981,0.04607,0.06775,0.07859,0.0271,0.04878,0.06775,0.02439,0.03252,0.06233,0.05149,0.07588,0.00271,0.03252,,,,,,,,,,,,,,,,,,,,,,,,,
